Review,Actual,Predicted
"the image does not show but the front of the dress has a heavy  utility zipper hidden with  snaps the zipper pull when closed sat right on my collarbone which was he height of discomfort it felt heavy and awkward the dress was very high waisted for me im  and it was  inches above the navel also to the point of discomfort

an invisible side zipper would have made the difference for me if the proportions were better suited for a nonpetite sizing

the fabric is quite beautifu",Negative,Neutral
yummy soft material but very faded looking so much so that i am sending it back if a faded look is something you like then this is for you,Neutral,Positive
i am not a fan of unlined bras but this one was so pretty i had to try it the lace doesnt look cheap but overall i wouldnt have wanted to pay full price it fits well and the support offers a nice shape no cone i might go back for the other color,Positive,Negative
first i love wool if its  wool i love it if wool isnt your thing then this dress isnt for you i ordered this dress online in the burgundy it is not itchy it falls above my knees and i am  it is warm and cozy with pockets which i love with the sleeves being short i am wearing a long frilly cardigan over it i ordered the small did not notice a size chart with this product i am usually a size  or  it fits great in the bodice but runs large through the hips however,Neutral,Positive
got the coral reef color in a size medium for reference i say i am   because its easier than explaining that i am really   and   lbs c bra sizewise i am all over the place recently i lost weight and have been buying smalls and mediums and anywhere from an  to a  from retailer i so wanted to love this suit and am still in love with the fabric and colors everything in the medium fit except for the bra cups i am not especially big but there was zero cup room,Negative,Positive
definitely agree with the other reviewers this top looks great on the model but pretty bad in real life super boxy and has no give so everything just hangs if you plan on ordering id recommend sizing down,Negative,Positive
i tried on the red xs in the store and the vneck was way too low showed at least an inch of my bra strap in the back which was unfortunate because i really loved the dress otherwise i decided to purchase the xxs online hoping the v would not be so deep and would cover my bra it did but the xxs was significantly smaller it still fit but took this from an elegantly flowy and loose dress to one that looked more empire cut and tight in the chest maybe the xs i tried in the store was just st,Positive,Neutral
bought this camitank on sale which im glad but it has a flap underneath like a bralette but not fittedit kinda just drapes under the camithe problem is its not thick enough to offer the coverage you would want under a white tank but it was also too short so it caused a visible line underneath that showed throughthat was higher than the bottom of my chest so it gave the appearance that i wore the wrong braundergarmentit simply looks awkward not sure if it wouldve been better,Negative,Positive
this dress is attractive but it runs a little small im a small curvy girl who usually wears a  this was small in the top and short waisted i wanted to wear it to a recent event and didnt have time to return it for another size,Positive,Neutral
this would have been cute if it was more fitted i am  and  lbs and the small was too wide i didnt try the xs because the small was almost too short in the sleeves and so was the length,Negative,Neutral
"ive been shopping at retailer since  and floreat used to be my favorite designer but for the past year or more floreat mostly misses the mark this blouse looks nothing like it does on the model 
 it is long on her not so in real life this is probably the worst part about this blouse if it were not for this i might try on a size m and give it another chance
 it runs very large i usually take a l or xl i think i would need a m in this as mentioned above
 in the picture t",Negative,Positive
agree with other poster this shirt runs very big im all for a flowy shirt that hides my belly but this is just a tent ill be retuning it,Negative,Positive
i tried this on today and it was awesome great color great fit thin summer material but not too thin that it was see through the slits added a really nice design to this dress very slimming my problem is the deep v in the front for small busted women this might be a deal killer for me in the xs the v hung even below my boobs no cami could fix that unfortunately cloth and stone tend to make their shirts and dresses with too deep a v its always disappointing for me because i love thei,Positive,Neutral
this dress was an adorable aline in the front and a shift dress no pleats in the back tack onto that a highlow hemline and its just trying to be too many things wouldve loved to see this dress as a true alinefitandflare it wouldve been perfect fits true to size,Neutral,Positive
the tee is adorable in the floral print the fit is true to size as it is a casual tee rather than overly fitted the cuffed sleeves are a nice detail i would have bought this at full price but it is quite see through in the whiteyellow floral i could easily see my nude colored bra and even my belly button it was so sheer having to wear a tank underneath this completely defeats the purpose of a cute casual tee you can just throw on i was so disappointed that it was so sheer i think the,Neutral,Positive
loved the color and the deshn but when i put on did not look right waist was too short and the arms were long,Negative,Neutral
i was stoked to get this dress and it is truly beautiful but the fit is so awful it was like being swallowed up by a bag i ordered my usual size  im   lbs and a bra size dd but the dress just fell on me like a sack i was so disappointed had to return,Positive,Negative
"i ordered this dress in small my usual size for reference   lb it is too wide it looks more fitted in the pictures and hangs loose on me the belt does not help much it still looks like a sack and i feel like a girl wearing her moms dress

also i found that the material crumples easily",Neutral,Positive
the dresss is much shorter than described very see thru though guess you can tell from picture expected more for the price,Negative,Positive
every single time i was in a store this dress caught my eye there was never a large or xl to try on however so when a free shipping offer came up i took a chance and ordered both the xl was too large the large was much better but a little snug so if it shrunk i would have been out of luck if i would have kept one it would have been the large however they are both going back a plaid dress sounds like a good idea for the winter when you look at it on the hanger but on a body it is,Negative,Neutral
i was very excited about this dress having seen someone where it on the street months ago i got my usual size  and could not button it up for the life of me i get it im busty and sometimes button downs are a tricky however the arms were impossibly tight my boyfriend starting cracking up when he saw my arms busting out of the sleeves,Negative,Positive
i really wanted to like this dress but where the skirt meets the top of the dress in the back creates sort of a hunchback effect in the back will be returning,Negative,Neutral
i read the existing reviews before purchasing and a few mentioned that this sweater ran large this has been my experience with most tops i have purchased from retailer i figured by ordering a medium i would receive a slightly loose to moderately loose fitting sweater this was not the case the sweater is short does not look anything like it does when you view the model from behind and i assume the model is taller than ias models are usually tall for reference i am  medium build,Negative,Positive
this is quite large for akemi  kin i typically wear a medium but will be returning for a smaller sizeprint and flow of top are stunning,Neutral,Positive
i fell in love with this dress when the catalog came in the mail and jumped online immediately to order it the dress just arrived and is not as pictured in the catalog  the picture of the model walking on the beach in that picture it appears to have black lining or a black slip underneath when in reality there is nude lining sewn into every edge and isnt going anywhere  for a minute i thought about having it removed by a tailor but it seems the entire dress would have to be resewn some of,Neutral,Positive
"i agree with those who thought this material looked a little cheap i ordered the white knowing about the sleeves and thought id like the slits but the material  sleeves definitely gave an undesired pirate vibe

true to size",Neutral,Negative
this is a busy dress that makes me think bohoglam holly hobby i bought my usual size and it looks like nightmare of a nightgown on me im going to try a size smaller in the hopes i will love it more im recommending this dress for those that like the quirky whimsical hippie eclectic crafty style,Neutral,Positive
colors washed me out i need more vibrant colors so cute on the model,Neutral,Positive
i loved the fabric and this print but it was just cut a little wrong for me the gathering on the side made me look a bit wide but the fabric is beautiful and everything else was nice i did like the fact that it ties in the back so you can slim down the sillouhette sp if you want to,Positive,Neutral
"i ordered this dress online in order to get a petite size and am very disappointed as other reviewers have mentioned the fabric overlay is very different in person than it appears in the online pictures the dress is much more casual and looks cheaply made in person 
as for sizing i ordered the p based on other reviewers comments about it running small the p fit me fine although it was very fitted in the chest and i am very small chested b i can definitely see that being an issue",Neutral,Positive
i snagged this the first day i wore it with my wedding ring it is very delicate and i cant wear it when im with my kids because they pull on it so much it will just me by night out wrap i guess,Neutral,Positive
i really wanted to like this dress and was encouraged by the positive reviews the dress itself was very comfortable but was very unflattering the top fabric hit my ribs funny and made me look really wide,Neutral,Negative
i like this dress the floral pattern and little red beads others may think it is baggy however i like this type of the style,Positive,Neutral
my personal opinion is that i am not a fan of this top the material of the fabric doesnt seem as nice as delettas other tops and it had a really boxy fit on me i wanted to love this top but i did not,Negative,Neutral
this top light and airy which is perfect for spring im usually into these types of blouses however this didnt quite fit right on me its a little too boxy and too low cut in the front for some reason i loved the design and really wanted to like it i just didnt love it enough to purchase it,Neutral,Positive
i love these pants but they run super big and still stretch after wearing i am usually a   and had to get a  also the pocket flaps stick up on the corners and ironing doesnt help  still comfortable but i would have never paid full price for these if i had known,Neutral,Positive
i bought this because i loved it online but in person there is another level to the shirt that i did notice in another picture i didnt like the second level on me since i am a shorter person just didnt fit my body quite right,Neutral,Positive
this is a beautiful and warm sweater well cut and easy to dress up or down the biggest problem is the extreme shedding which looks messy against darker clothing especially against wool or cashmere winter coats,Neutral,Positive
these pants come in great colors and fit nicely if you determine your correct size which may not be what you usually wear i have several pair but i am concerned about investing anymore because of all the complaints on dye stability retailer is going to have to address this if it is going to continue carrying this product now that said i had a bad accident on one pair of these pants and the outcome was successful i wore them to a dinner party and spilled grease on them from one of t,Neutral,Positive
i absolutely love this suit and was very disappointed to have to return it it is really well made and the fabric colorsdesign is beautiful in person unfortunately it just did not fit my body type i am athletic build with a smaller chest and thicker behind lbs  the small was definitely the right size for me but the back of the suit cut way high up on the butt so that a lot of the rear is exposed which just did not work well for me this will work great for someone with a smaller bu,Positive,Neutral
"stretch out fast

 lb i order size  which is my usually size they fit prefect for about hr and then stretched out feeling not right on my body maybe i should have gone down a  sizes even so i feel like the  and quality dont add up but they are very soft and comfortable i wouldnt buy them again",Neutral,Positive
like previous reviewers have said these run a bit small and im surprised no ones mentioned that these are very high rise for reference im   lbs  and am an retailer size  in tops and pants i really wanted to love these pants but even after ordering a size up and trying on a  i was still not in love and the other reviewers are right  the back zipper is kinda hard to zip up the top of these pants are exactly the same as the essential flares so if youre thinking of ge,Negative,Positive
this top is beautiful to look at but did not fit me like the model it was tight across the bust but very poofy at the bottom which normally i like but not this time sad,Neutral,Negative
i was so excited to receive this romper its a great material but its actually a bit drab the colors are very bland and the flowers just hang its not flattering as it is very roomy,Neutral,Positive
ag jeans have been a main stay for me they are the most comfortable and best looking jeans on my body however this pair was too tight and shorter then i liked the fabric and color is beautiful i wear the same size for ag no matter the design but this one ran too small i have to return it i will try the next size up if they still have them,Negative,Positive
i was excited to see these on sale in the honey color i wanted unfortunately they were really more of a yellow than the golden color in the photo also they were so baggy in the rear that i looked silly which was surprising since i dont have a small behind unfortunately all the smaller sizes were sold out had to send them back,Positive,Negative
this is a beautiful dress except i expected it to be more flowy the fabric is much more stuff than i thought it would be,Neutral,Positive
first off this runs very large im normally an  and sized down to the  but probably could have done a  it looked like a tent on me the top part is lovely i just think the bottom is way to large and not flattering this one is definitely going back especially with all the white dress options they have out now,Negative,Neutral
"i ordered the white and the light blue in size xl both are cut much smaller than is typical for my other retailer xl blouses everything the first reviewer wrote is true the photos of the white top show a detailed back when it is plain like the blue the back is just a solid kind of slippery material its strange because its not seethrough in the back but you need to wear a tankcami for the front so it makes the shirt that much tighter since you need to have the extra layer 

i would",Negative,Positive
based on the photos i thought this dress would be very flattering on an hourglass shape i ordered the faded reddish pink color the color was true to the photo and very pretty and soft the dress has an open neckline fitted waist and skirt length that are all flattering but the fabric is thin and clingy making the dress overall not flattering on anyone not as thin as the model it certainly doesnt hang i believe it runs true to size im generally a xss and i ordered a s and the fit was,Neutral,Positive
given that i am petite with thighs take a size p or p these were not for me the run small are really tight from the thigh up run longer that a petite should and are fairly thin on top of that the zipper and hook in the back are really inconvenient i was looking for something i could wear to work and these were not the right style for that plus they seemed cheaply made like they wouldnt stand the test of time i imagine if you are tall and skinny like the model they would look good,Negative,Neutral
i wanted to love this shirt but it quickly lost shape and a hole was created in the middle of the shirt after just a few washes not worth the price poorly made you need to wear a shirt underneath bc it is so thin the shirt looks better int he picture i like it but it wears terribly,Neutral,Negative
when i saw this i ordered immediately thinking it was similar to the popular colorblocked stripe sweater from last year the knit is stretchy and textured and feels like great quality would wash well but its pretty lightweight the fit is hugecould easily size down im   and found the small to be loose everywhere including the arms the length was at my knees and the stripe fell awkwardly across my chest no idea what id wear this with even if it fit better sadly its going,Neutral,Positive
the fit on these is frustrating with l space you almost have to try everything on first because the sizing is different from one cut to the other i wear a  jean and a medium in this bottom still felt and looked too small,Neutral,Positive
cropped and wide would look cuter on someone who is more petite was too wide and cropped for me very sheer,Neutral,Negative
the model must have this sweater pinned at the back the sweater color is true and the material soft as anything but the fit is  at  with a long torso and broad shoulders the large was still shlumpy didnt hang right at all bunches oddly and is not the least bit flattering my  uber fit daughter had the same issue and she usually makes everything that doesnt work for me look amazing returned,Negative,Positive
i liked this dress but had some issues i am   and a  d with small shoulders the dress was way too big in the shoulders in the  i usually wear so just hung on me funny otherwise i really liked it if it werent for the way it fit me on top not an unusual problem if you are large busted but have small shoulders meant i had to return it,Positive,Neutral
this sweater is so cute and seems high quality i would love to keep it but it is way too cropped for my taste going down just below my mid section i wish it had been cut longer i would have kept it,Negative,Positive
this was adorable but looks much better on the lean flat chested model i am only  lbs and  but i am curvy and it just didnt do me any justice so i will be returning i think this would look better on someone more flat chested because it really accentuates the bust,Positive,Neutral
when i ordered this dress i thought to myself hmm it seems a little close to showing some side boob but maybe thats just the angle of the photo flash forward to me trying it on in my home  yep thats some side boob it is very low cut under the arms if youre super slim this might be a good look but on a curvy gal with some boobs it was obscene also im a solid  in most retailer brands so i ordered a l and an xl just in case the xl wouldnt even zip up returning,Negative,Neutral
this dress is beautiful i usually wear a  or  and i ordered a  it is huge i will be returning,Positive,Negative
"it was love at first sight when i saw this dress online i have several maeve dresses which i love so i thought this would be a sure thing i was really excited when it arrived because when i opened the package the dress looked just as beautifuluntil i put it on fit is fine from the waist down but the upper part fits very poorly especially in the back
not sure if its the zipper that pulls the fabric or if theres just too much fabric in the back but the back of the bodice doesnt lie flat",Neutral,Negative
i was excited to see this dress as id bought the sparrow boiled wool sheath dress in xs last year and loved the fit however this dress does not fit the same way the top fits fine but the waist and the bottom are way too big i laid it over my sparrow dress from last year and the bottom is at least an inch wider two inches if you go by the total circumference im planning to exchange for an xxs and see if that one fits better,Positive,Neutral
this shirt looks just like it does in the picture and my favorite detail was the buttons i was a little disappointed in the stitching of the front tucks as it looked sloppy at the ends but you might find that rusticcharming this is a great top for springsummer i ordered an p and it fit well everywhere except the chest so im returning it my bust is about ddd and it was slightly too tight if i go up a size it will probably make me look bigger than i am nevermind the horizont,Positive,Neutral
i loved this dress online and was luckily able to locate it in a store about an hour away from me i drove to the store to purchase it however when i tried it on i was so disappointed the print is adorable and it is made of great quality but the swing style is definitely more than mini i could have fit  of myself in this dress it is definitely not as depicted in the photographs also the background of the dress is way more pink than appears in the photos and the floral print isnt as r,Negative,Positive
they were fine i had hoped theyd be more like begging a though more structure they were very much just leggings and rather unflattering in the crotch area they felt well made though might work for someone else not a bad legging,Positive,Neutral
i would have liked it but it was too small for me,Positive,Neutral
love these pants  the colors style fit however this is the second pair of retailer active pants ive ordered that ive discovered had a hole in them these are not cheap pants so the poor quality is inexcusable,Positive,Negative
ladies this top shrinks i am very disappointed i was in love with this top and the first time i washed it it shrunk a significant amount i did not use a dryer i laid this piece out to dry as i do with the majority of my knit tops and it shrunk it is a lot shorter and much tighter especially in my arms if you love this top i might suggest buying a size up and washing it to fit,Negative,Positive
i bought this dress because it was cute swinging and lightweight  seemingly perfect for this hot nyc summer after on wash and dry the dress is already ripped around two buttons ill still wear it but i dont think itll last until next summer kind of pitiful since it wasnt a cheapo dress also it is big but that seemed to be sort of the point,Negative,Neutral
the lace detail on this blouse is beautiful i love that it is cotton and it has a detachable camisole which is a nice touch unfortunately this didnt work for me as i found it extremely unflattering the gathered material just doesnt work if you have a large bust it made me look enormous which is never a good feeling i recommend but only for tall slim types with a small bust,Positive,Neutral
this tank is lovely understated but wellmade of nice fabric i love viscose because it drapes nicely on my curves but this is a swing shaped tank shoulda known better and its cropped so giant fabric tent hanging from the biggest part of me if i put in big french darts itd be too too short no way to make it work so its going back ps i clicked truetosize but what does that mean sizes vary from brand to brand from decade to decade i dont understand how anyone could thin,Positive,Negative
i tried this dress on in the store today and the armholes were so wide it showed my bra under the arm almost to the bottom and it showed part of the side cup of my bra at the front while the dress seems like it will be really comfy the arm cuts are so unnatural i had to pass i did try going down in size and petite and neither of those options worked to fix the situation,Neutral,Positive
this top is very cuteon other people i ordered my normal size xs and just did not work out its very billowy on the bottom too much for me and the top portion did not lay right the material is thin so you will need to wear a cami underneath it perhaps if i got the petite xs that right have been a better fitnot sure in the end the top went back,Positive,Neutral
bought this dress without trying it on but listened to the previous reviews saying this ran small and wow does it i usually wear a  but ordered an eight which was hard to get on even with the upsizing i do have a ddd bust so i do have a difficult time when dresses have no stretch over give in that area overall beautiful dress fabric is not stretchy which killed it for me,Neutral,Positive
i wanted this tank to work so badly it was a great deal and so beautiful unfortunately the top fitted portion ends right below my chest then the shirt flares out so i looked like a cupcake my belly also showed slightly because the shirt is short if you have a short torso this would work great if not unfortunately its not great  tear,Negative,Neutral
i grabbed my typical size  and found it fit snug in the bust the fabric has plenty of stretch so the snugness was fine especially because it meant there was no gaping along the neckline in the front its lowcut but i didnt feel particularly exposed i ended up not buying it because i dont think it fit my body right the distance between the top of the shoulder and the bottom of the arm hole was too long for me  a significant portion of my bra was exposed at the bottom of the arm hole,Negative,Positive
i wish this shirt would not have had so much material it would make a great maternity top if you are really thin it might work for you too,Negative,Neutral
i wanted to love these pants since i hate superfitted skinny pants but they are really oversized im lbs and  foot  so im petite but not considered skinny and have well endowed thighs and legsbut the xs was way too big for me,Neutral,Positive
this shirt was just really missing something for me i originally liked the patter of the small dots all over the fabric especially with the sleeves being more sheer than the rest of the blouse i also am tending to gravitate toward clothes that hide my residual baby fat in my midsection however the tie is very high up on the neck and it made me feel like i was wearing a turtleneck i rarely wear turtle necks because they make me feel like i am choking in addition the bow seemed to be too t,Negative,Positive
i drooled over this dress online so couldnt pass up trying it on at my local retailer store while i loved the unique color in person  the drape of the skirt good quality fully lines i was so disappointed with the top of this dress its very tight illfitting  just plainweird i cant imagine the fit of the top being flattering on anyone regardless of chest size its a shame because otherwise the dress is adorable,Negative,Positive
this sweater was huge it hung down to my calves it also is really bulky and scratchy it feels as if you are wearing an old wool blanket i think it is only made for really tall and skinny people im  and weigh lbs and i ordered a size s and i was swimming in it the fabric is very thick i may be great if you live in alaska or the arctic it adds about lbs to your body frame,Negative,Neutral
this top is too boxy and has too much going on it should have no buttons or different ones,Negative,Neutral
so i havent actually tried this and im sorry for the misleading star rating i just wanted to get someones attention on the length the photos show the dress draping with almost a train even with the model in platform heels but in the video the dress is about  inches off the floor is it the model in the video that is extra tall someone help me out this looks gorgeous but since its an online exclusive i wont be able to try it on at the store,Neutral,Positive
i ordered these along with the regular ag stevie jeans and there is a definite difference in fabiric and cut i liked the darker fabric but it was thinner and stretchier that the more denim version the cut was also looser in the thigh and seat area which made for a looser less flattering fit returned it and kept the regular ag stevie,Negative,Positive
i wanted to love this top but similar to many of retailers styles especially this season this top is very large and tentlike normally i like a larger top but i was not expecting the length of this top it might be cute belted if that is your style but still much more like of a tunic than a top  could also make a nice maternity top i am  and ordered a medium and this top hit me much lower than pictured on the model the fabric and pattern as well as the neckline are very nice,Positive,Neutral
this style is very pretty and flattering i love the flow of the material and the open shoulders are nice for the design,Neutral,Positive
i had such high hopes for this dress and really wanted it to work for me i initially ordered the petite small my usual size but i found this to be outrageously small so small in fact that i could not zip it up i reordered it in petite medium which was just ok overall the top half was comfortable and fit nicely but the bottom half had a very tight under layer and several somewhat cheap net over layers imo a major design flaw was the net over layer sewn directly into the zipper  it c,Neutral,Negative
this sweater is gorgeousit is of great quality and very warm i was very excited and wanted it to look great howeveri have a large bust and am full figuredso it was not appealing and just kind of hung there i feel that it would look great on thinner womenand it is a gorgeous sweaterjust not for me,Positive,Neutral
this shirt looks nice on the model but it felt stiff and unflattering on me i am  lbs c and the size  fit overall i just didnt happen to like it on me,Neutral,Negative
"bought a pair of the gray and loved them but after i washed them i saw the color was distorted as if bleach from a previous wash was still in the machine 

so i ordered a second pair this one in green  same thing happened after i washed it looked at instructions finally and it says to wash in cold water  i washed in warm could that be the problem 

anyway  now they both look like theres discoloration and not a washed look thats on purpose 

ill still wear them but an expe",Neutral,Negative
i find this romper looks much more crisp on the picure than in real life i find it more slouchier and shapeless even though i went with my smaller size the material is very soft but thin that is maybe the reason i am not sure if i am going to keep i wanted a bit more stunning look for my money not saying this might be a great romper for somebody else however,Positive,Neutral
tried this on in the store  i love the colors but the cut was just not flattering the liner was fine but the dress flared out excessively and looked like a tent tried it with a belt for some definition but the fabric was too thick,Neutral,Positive
i really liked this tshirt but unfortunately the vneck is just too low for my taste it fits really loose and even buying the xxs i just felt it would stretch out and be even bigger really cute style just not sure its worth the price great colors though,Neutral,Positive
it is a beautiful dressbut didnt fit methis is better for someone tall and thin,Positive,Neutral
the cutout design of this suit looks cute on the model but didnt flatter my shape i think it would work better on someone very thin the crisscross fabric portion was a bit baggy and didnt sit right even worse the bust portion made me look flat and im a full c cup,Negative,Neutral
i got this number in the turquoise and i hadnt expected the skirt to be ribbed are they all like that retailer was out of the petites so i sized down in a regular instead  yeah that didnt work i definitely needed the petite version and perhaps should have even sized up the bust was scandelously tight in the end the dress wasnt flattering on my figure the way this style usually is on me  the proportions were off somehow its just not one of those dresses that curvy petite girls shoul,Positive,Negative
i washed and dried this in my dryer after one wear and it shrunk to the size of a toddler shirt i dried it on medium i can not really wear it unless i want to show off my belly i loved the color lilac fit and style when i received it and immediately put it on so sad about the shrinkage for a  shirt i expected a bit more retailer should suggest air drying the shirt so bummed and disappointed i would not recommend this shirt unless you can remember to air dry it every time,Negative,Neutral
this is a beautiful blouse but its gigantic my bra size is d and i was swimming in a  the bust measured  inches at its widest point you can see the model is camouflaging the volume by holding her arms to the side the fabric is pulled in an unatural way so the top is probably pinned for the photo if you want this look go down  sizes that much fabric is just not flattering on me so i am returning to the store im passing on the  because the thin fabric seems like it will seriously,Positive,Neutral
on me this was not good at all couldnt get it off fast enough the thick stretchy fabric instantly added bulk to my frame and the leaf pattern over my mid section emphasized my belly and im a size  also the color is a dark brick red and i think if it had been a true red it would have been much more attractive,Neutral,Positive
i ordered these on sale despite a previous reviewers comment that they were unflattering on the back side they really do hug your bum but that is not what bothers me what bothers me is that the back side is totally see through so unless you plan on wearing them with a long top they are not wearable in public or around other people i have gotten some of my favorite pieces from retailer but also some of the most poorly designed unfortunately these fall in the latter category,Neutral,Negative
this top was supposed to be   inches long in petite its actually   inches long  its also large in width hard to believe its an extra small petite,Negative,Positive
i do love this shirt but when it arrived it had makeup around the collar apparently from someone else who had tried it on i was able to clean it up with just soap and water so no big problem but it did make for a poor first impression,Positive,Negative
"i was so excited to purchase this dress i love all shades of grey for winter clothing i love knits and i have loved other maeve dresses however i simply cannot fathom how poorly this is designedit fits absolutely nothing like it appears to on the model to the point that i wonder if i might have received a defective dress

for reference i am  slender and smallboned but also curvy hourglass my bust is  c hips about  i normally wear a small in maeve dresses maybe its j",Negative,Positive
i returned this item it was soft very blah fabric nothing special,Negative,Neutral
i know weve gotten to the point that polyester can be acceptable but sometimes its still that horrible texture unbreathable mess unfortunately thats what this top is made out of so it runs big its billowy and cute but i couldnt get it off quick enough because of the feel of the fabric,Negative,Positive
"i love the look of this dress the fitting could use some workthe top layer could be slightly more fittedbut overall it looks adorable as other reviewers have mentioned the top does not have any button loops 

my biggest issue with the dress is the quality of the material one time through the wash on the gentle cycle and the slip underneath has shrunk at least a full size for the price of this dress i dont expect disposable clothing if i had known it would shrink i wouldve hand wa",Neutral,Negative
i lived the front and back designs but didnt like the fit,Neutral,Positive
i liked the quality of the top and the design but when i got a top that fit well across the chest it was shorter than i usually like my tops so i will be returning it,Neutral,Positive
i wanted this skirt to work it is soft comfortable and cute unfortunately it runs to short  i am  and would not be able to pull it off at work i ordered a bigger size and it still didnt work,Negative,Positive
"but it runs super small i wear a medium for everything but couldnt come close to buttoning this the buttons were about  inches apart horizontally

probably should have ordered an extra large in order to fit the quality and styling seemed great but ordering online requires truth in sizing",Negative,Neutral
this dress is beautiful and extremely well made if you can get into it the only way to close the dress is a line of difficult to button buttons up the back its form fitting so youd better be on your yoga a game or have a loved one or hand maiden to lend a hand i thought about taking it to a tailor to install a hidden side zipper but its soooo form fitting im afraid i wouldnt wear it,Negative,Positive
the way the back came down so much made the top look weird i do like some tops that hang longer in the back but this one was just too much also the material was kind of blah it was thick polyester which would not be very cool during the summer and the color looked better in the picture so to me it was just a over priced odd top,Neutral,Negative
if you know the meghan trainor song and who doesnt youll know what i mean i could tell by the photos online that this skirt would enhance curves and i am fine with that however it is very snug in the rear i can honestly say i had made it to my s without ever once wondering or worrying does my butt look big in thisthat is until i tried on this skirt however i chose to keep it since we were going to hawaii soon and i decided it would be fine as a casual skirt and coverup i,Neutral,Positive
i really wanted to love this suit but it honestly looked really matronly in person,Neutral,Negative
got these in the red brick color and unfortunately had to send them back these are really cute and i loved the color and pattern but they ran very small and the cut between the legs and hips was odd this may not have been a problem had i gone up at least one size best to try them on if possible,Positive,Neutral
i purchased this shirt in white and black the white is more ivoryisn and is a bit thinsee through the shirts can be worn with jeans or dressed up with a skirt i just wish it was a little more form fitting i do like the hint of stretch in the fabric very comfortable as well,Negative,Positive
such a pretty fall sweater nice fit wore it once out shopping and it snagged  had to return sadly,Negative,Positive
"this top runs large i am going to return the medium i ordered for a small 
i wish it came in different colors i love the style",Neutral,Positive
when i first saw this shirt online i was so excited it reminded me of why i love shopping in the fall unfortunately when it came i was so disappointed in person the fabric and the colors are gorgeous its fairly lightweight for a flannel but so soft and comfy cozy i love the navycream polka dot that is on the inside of the cuffs and collar as well and the buttons are cute too when i put it on it was so comfortable but it made me look like i was pregnant especially from the side it just,Neutral,Positive
"i love jumpsuits for their style and comfort i loved the look of this blue silky piece and the review that said it was like lounge wear you could wear out of the house i agree that it is like lounge wear but for me there were a few challenges

first the fit was small i am usually anywhere between a  and a  depending on style cut and brand i tried the small in this and it was not a flowy look or feel it was restrictive in the hip area in a way that would make me not want to wear th",Negative,Positive
i ordered this sweater in a medium with high hopes im  and slender but with a  bust and the medium was too loose and long sleeves fell past my wrists i would exchange this for a small for a better fit but the color is not the white or cream color i was expecting the color of this sweat is more of an oatmeal  not flattering on a farskinned blonde i think the color would look fantastic on someone with dark hair as it does on the girl in the photo the texture is great and i re,Neutral,Positive
so  disappointed that no where in the limiting did it mention this suit is australian in size i ordered the  im usually an  but that was sold out and the suit arrives and doesnt even fir over my hips  the label clearly says  australian us   gutted that i have to return this suit because of this sizing issue  the suit looks to be well made and the design is adorable of it only for,Neutral,Negative
"the design of these ankles pants is very cool and the rise is perfect however the fabric despite  spandex has absolutely no give from the knee down the extensive stitching probably contributes to the lack of stretch while i was able to pull them on size  for  lb i could not bend my legs at the knee comfortably with longer wear i think they would cut off the circulation

please post if these stretch for you enough with wear and become softer",Negative,Positive
im normally a size p i bought these in a  because i wanted a more relaxed fit i could barely pull them up over my calves i could get them on and button them but i felt like a sausage stuffed into a straw size up  sizes at least,Negative,Neutral
i ordered a regular size s and it was way too boxy for my body type and shorter than the stated length i dont know if the length stated is from a size m but the small was definitely shorter in the front at least  if youre petite with curves like me its not a flattering cut,Negative,Positive
"this dress is adorable it simply did not fi off the rack
i invested  dollars in alterations to get rid of the very bottom side pockets why where they even there and to shape the bottom basically the dress is straight all the way down the sidesby up and alter
the top pattern and cut at the top made the alteration investment worth it to me the quality of the fabric is excellent
and the pattern is adorable can be worn as little black dress cocktail party or date night the top de",Neutral,Positive
i purchased this to wear in spring and summer for work or in the evening i am  and have actual measurements of  ribcage and  at largest part of my bust i wear a cd bra i found this dress fit me perfectly in the bust and the darts on the front create a flattering shape i was disappointed in the waist at the back from the photos it is not clear that there is a drawstring waist cord i thought this made the back look bunchy i would have much preferred a side zip so the back coul,Positive,Negative
"i have quite a few pairs of retailer pants and jeans my favorites are the cords i got last year similar to these so when i saw this fun pair i had to have them i ordered both the  and the  to try on

they are even more beautiful in person than online and they are so so small it wasnt like they were a tad snugi couldnt even get the button across to meet the buttonhole on the 

ive never had a problem fitting into retailer pants before this was an extradepressing first time",Negative,Positive
i wish this dress was more fitted the dress looks more fitted and more vibrant in the picture i bought this dress in an xs but i am not sure that going smaller would take care of the amount of material in this dress it was shapeless and did not fall as nicely as it appears i think someone with a fuller figure would look very nice in this dress sad to say that it is going back,Negative,Positive
really unique  will easily go with many topsbottoms i agree with the other reviewers its itchy but so super cute the sale price is a good deal i had already planned to wear with long sleeves so the itchy fabric should not be a problem i got the xss my usual size,Neutral,Positive
i love this dress but sadly for me it didnt look good on my body type im a  dd and not thin so it made me look like a beached whale i saw it on two different sales clerks in the stoe and they both looked adorable,Positive,Neutral
i love the colors of this top it does run very large though when i received my usual small i felt like i was swimming in the top not fitted at all the material is a bit funky too  seems a little lower quality because of the fabric will return and try a smaller size if there is one available at the store and see if i change my mind,Neutral,Positive
